Изображение,Название,Автор,Количество страниц,Издательство,Язык,ISBN-10
"https://images-na.ssl-images-amazon.com/images/I/51E-1xdR01L._SX403_BO1,204,203,200_.jpg","The Art of Game Design: A Book of Lenses, Second Edition",Jesse Schell,Paperback: 600 pages,"Publisher: A K Peters/CRC Press; 2 edition (November 8, 2014)",Language: English,ISBN-10: 9781466598645
"https://images-na.ssl-images-amazon.com/images/I/51jPEqMYq7L._SX361_BO1,204,203,200_.jpg",Super Mario Official Sticker Book (Nintendo),Steve Foxe,Age Range: 5 - 9 years,Grade Level: Kindergarten - 4,Paperback: 64 pages,"Publisher: Random House Books for Young Readers; Csm Stk edition (January 2, 2018)"
"https://images-na.ssl-images-amazon.com/images/I/51Y1ICTUT0L._SX258_BO1,204,203,200_.jpg",A Tour of C++ (2nd Edition) (C++ In-Depth Series),Bjarne Stroustrup,Series: C++ In-Depth Series,Paperback: 256 pages,"Publisher: Addison-Wesley Professional; 2 edition (July 9, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51zw44Fh6CL._SX397_BO1,204,203,200_.jpg","MCSA Windows Server 2016 Complete Study Guide: Exam 70-740, Exam 70-741,  Exam 70-742 and Composite Upgrade Exam 70-743",None,Paperback: 1248 pages,"Publisher: Sybex; 2 edition (March 27, 2018)",Language: English,ISBN-10: 1119359147
"https://images-na.ssl-images-amazon.com/images/I/51qv04nYmOL._SX366_BO1,204,203,200_.jpg",Pokémon Ultra Sun & Pokémon Ultra Moon Edition: The Official National Pokédex (Pokemon (Prima Official Guide/Official Pokedex Guide)),Pokemon Company International,Series: Pokemon (Prima Official Guide/Official Pokedex Guide),Paperback: 720 pages,"Publisher: The Pokémon Company International; Pck Pap/Ps edition (December 12, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51G93rruoNL._SX258_BO1,204,203,200_.jpg",Make: Electronics: Learning Through Discovery,Charles Platt,Age Range: 11 - 17 years,Grade Level: 6 - 12,Paperback: 352 pages,"Publisher: Maker Media, Inc; 2 edition (September 7, 2015)"
"https://images-na.ssl-images-amazon.com/images/I/51r3Gbv7rZL._SY344_BO1,204,203,200_.jpg",SEO 2019 Learn Search Engine Optimization With Smart Internet Marketing Strategies: Learn SEO with smart internet marketing strategies,Adam Clarke,Paperback: 227 pages,"Publisher: Independently published (November 2, 2018)",Language: English,ISBN-10: 1730775756
"https://images-na.ssl-images-amazon.com/images/I/51P%2B7BgrtaL._SX396_BO1,204,203,200_.jpg",Nikon D3500 For Dummies,Julie Adair King,Series: For Dummies,Paperback: 368 pages,"Publisher: For Dummies; 1 edition (January 14, 2019)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51r3Gbv7rZL._SY344_BO1,204,203,200_.jpg",SEO 2019 Learn Search Engine Optimization With Smart Internet Marketing Strategies: Learn SEO with smart internet marketing strategies,Adam Clarke,Paperback: 227 pages,"Publisher: Independently published (November 2, 2018)",Language: English,ISBN-10: 1730775756
"https://images-na.ssl-images-amazon.com/images/I/41zZ8LdlRJL._SX258_BO1,204,203,200_.jpg","Python Programming: An Introduction to Computer Science, 3rd Ed.",None,Paperback: 552 pages,"Publisher: Franklin, Beedle & Associates; 3rd edition (August 8, 2016)",Language: English,ISBN-10: 1590282752
"https://images-na.ssl-images-amazon.com/images/I/51WIpM70FEL._SY344_BO1,204,203,200_.jpg","The Mythical Man-Month: Essays on Software Engineering, Anniversary Edition (2nd Edition)",Frederick P. Brooks Jr.,Paperback: 336 pages,"Publisher: Addison-Wesley Professional; Anniversary edition (August 12, 1995)",Language: English,ISBN-10: 9780201835953
"https://images-na.ssl-images-amazon.com/images/I/51NNnqIR-PL._SX258_BO1,204,203,200_.jpg",Coding All-in-One For Dummies (For Dummies (Computers)),Nikhil Abraham,Series: For Dummies (Computers),Paperback: 800 pages,"Publisher: For Dummies; 1 edition (May 1, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51sZW87slRL._SX258_BO1,204,203,200_.jpg",Domain-Driven Design: Tackling Complexity in the Heart of Software,Eric Evans,Hardcover: 560 pages,"Publisher: Addison-Wesley Professional; 1 edition (August 30, 2003)",Language: English,ISBN-10: 0321125215
"https://images-na.ssl-images-amazon.com/images/I/51gb2ck6nCL._SX389_BO1,204,203,200_.jpg",Shelly Cashman Series Microsoft Office 365 & Office 2016: Introductory,Misty E. Vermaat,Paperback: 1080 pages,"Publisher: Cengage Learning; 1 edition (February 16, 2016)",Language: English,ISBN-10: 9781305870017
"https://images-na.ssl-images-amazon.com/images/I/51Xu8jWqkNL._SX331_BO1,204,203,200_.jpg","Programming the Raspberry Pi, Second Edition: Getting Started with Python",Simon Monk,Paperback: 208 pages,"Publisher: McGraw-Hill Education TAB; 2 edition (October 5, 2015)",Language: English,ISBN-10: 1259587401
"https://images-na.ssl-images-amazon.com/images/I/51ZARpwQrPL._SX405_BO1,204,203,200_.jpg",iPhone For Seniors For Dummies,Dwight Spivey,Series: For Dummies,Paperback: 464 pages,"Publisher: For Dummies; 8 edition (November 20, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51LC4t6fGiL._SX258_BO1,204,203,200_.jpg","Power Pivot and Power BI: The Excel User's Guide to DAX, Power Query, Power BI & Power Pivot in Excel 2010-2016",Rob Collie,Paperback: 308 pages,"Publisher: Holy Macro! Books; Second Edition, Second edition edition (January 1, 2016)",Language: English,ISBN-10: 1615470395
"https://images-na.ssl-images-amazon.com/images/I/51EgCCLOWxL._SX376_BO1,204,203,200_.jpg",Working Effectively with Legacy Code,None,Paperback: 464 pages,"Publisher: Prentice Hall; 1 edition (October 2, 2004)",Language: English,ISBN-10: 0131177052
"https://images-na.ssl-images-amazon.com/images/I/41T3VZ%2Bi6uL._SX258_BO1,204,203,200_.jpg",CASP+ CompTIA Advanced Security Practitioner Study Guide: Exam CAS-003,Michael Gregg,Paperback: 688 pages,"Publisher: Sybex; 3 edition (February 12, 2019)",Language: English,ISBN-10: 1119477646
"https://images-na.ssl-images-amazon.com/images/I/51xp1%2BoDRML._SX402_BO1,204,203,200_.jpg",Computer Networking: A Top-Down Approach (7th Edition),None,Hardcover: 864 pages,"Publisher: Pearson; 7 edition (May 6, 2016)",Language: English,ISBN-10: 9780133594140
"https://images-na.ssl-images-amazon.com/images/I/61l5nUhV3jL._SX258_BO1,204,203,200_.jpg",Management Information Systems: Managing the Digital Firm (15th Edition),None,Hardcover: 648 pages,"Publisher: Pearson; 15 edition (January 23, 2017)",Language: English,ISBN-10: 9780134639710
"https://images-na.ssl-images-amazon.com/images/I/416BIK7W7xL._SX326_BO1,204,203,200_.jpg",Objections: The Ultimate Guide for Mastering The Art and Science of Getting Past No,Jeb Blount,Hardcover: 240 pages,"Publisher: Wiley; 1 edition (June 13, 2018)",Language: English,ISBN-10: 1119477387
"https://images-na.ssl-images-amazon.com/images/I/51n96yoLQnL._SX382_BO1,204,203,200_.jpg","Coaching Agile Teams: A Companion for ScrumMasters, Agile Coaches, and Project Managers in Transition (Addison-Wesley Signature Series (Cohn))",Lyssa Adkins,Series: Addison-Wesley Signature Series (Cohn),Paperback: 352 pages,"Publisher: Addison-Wesley Professional; 1 edition (May 28, 2010)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51CNRM9kQ3L._SX402_BO1,204,203,200_.jpg",CISM Certified Information Security Manager All-in-One Exam Guide,None,Paperback: 541 pages,"Publisher: McGraw-Hill Education; 1 edition (March 19, 2018)",Language: English,ISBN-10: 1260027031
"https://images-na.ssl-images-amazon.com/images/I/516%2B-p6YgoL._SY344_BO1,204,203,200_.jpg",Hit Refresh: The Quest to Rediscover Microsoft's Soul and Imagine a Better Future for Everyone,Satya Nadella,Hardcover: 288 pages,"Publisher: HarperBusiness (September 26, 2017)",Language: English,ISBN-10: 0062652508
"https://images-na.ssl-images-amazon.com/images/I/51MD6G1FDoL._SX496_BO1,204,203,200_.jpg",slide:ology: The Art and Science of Creating Great Presentations,Nancy Duarte,Paperback: 296 pages,"Publisher: O'Reilly Media; 1 edition (August 12, 2008)",Language: English,ISBN-10: 0596522347
"https://images-na.ssl-images-amazon.com/images/I/515OWEeS-vL._SX258_BO1,204,203,200_.jpg",iPad For Seniors For Dummies (For Dummies (Computer/Tech)),Dwight Spivey,Series: For Dummies (Computer/Tech),Paperback: 416 pages,"Publisher: For Dummies; 11 edition (December 6, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/41ArJlUM%2B2L._SX378_BO1,204,203,200_.jpg",C++ Primer (5th Edition),Stanley B. Lippman,Paperback: 976 pages,"Publisher: Addison-Wesley Professional; 5 edition (August 16, 2012)",Language: English,ISBN-10: 9780321714114
"https://images-na.ssl-images-amazon.com/images/I/514q-fezigL._SX396_BO1,204,203,200_.jpg",PHR and SPHR Professional in Human Resources Certification Complete Study Guide: 2018 Exams,Sandra M. Reed,Paperback: 648 pages,"Publisher: Sybex; 5 edition (May 7, 2019)",Language: English,ISBN-10: 1119426529
"https://images-na.ssl-images-amazon.com/images/I/51oIrgSr47L._SX388_BO1,204,203,200_.jpg",Designing Brand Identity: An Essential Guide for the Whole Branding Team,Alina Wheeler,Hardcover: 336 pages,"Publisher: Wiley; 5 edition (October 16, 2017)",Language: English,ISBN-10: 1118980824
"https://images-na.ssl-images-amazon.com/images/I/41ad2n4VsrL._SX399_BO1,204,203,200_.jpg",CISSP Official (ISC)2 Practice Tests,Mike Chapple,Paperback: 512 pages,"Publisher: Sybex; 2 edition (June 13, 2018)",Language: English,ISBN-10: 9781119475927
"https://images-na.ssl-images-amazon.com/images/I/51HgbdeVrDL._SX322_BO1,204,203,200_.jpg",Freakishly Effective Social Media for Network Marketing: How to Stop Wasting Your Time on Things That Don't Work and Start Doing What Does!,Ray Higdon,Paperback: 114 pages,"Publisher: Success In 100 Pages (March 18, 2018)",Language: English,ISBN-10: 1947814982
"https://images-na.ssl-images-amazon.com/images/I/41GduF4w92L._SX329_BO1,204,203,200_.jpg",A Human's Guide to Machine Intelligence: How Algorithms Are Shaping Our Lives and How We Can Stay in Control,Kartik Hosanagar,Hardcover: 272 pages,"Publisher: Viking (March 12, 2019)",Language: English,ISBN-10: 0525560882
"https://images-na.ssl-images-amazon.com/images/I/51xTQyVBl9L._SX375_BO1,204,203,200_.jpg","How Linux Works, 2nd Edition: What Every Superuser Should Know",Brian Ward,Paperback: 392 pages,"Publisher: No Starch Press; Second edition (November 14, 2014)",Language: English,ISBN-10: 1593275676
"https://images-na.ssl-images-amazon.com/images/I/51DH-%2BvlaaL._SX258_BO1,204,203,200_.jpg",Social Media Marketing Workbook: How to Use Social Media for Business (2019 Updated Edition),None,Series: 2019 Updated Edition (Book 2019),Paperback: 452 pages,"Publisher: CreateSpace Independent Publishing Platform; Workbook edition (October 17, 2016)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/511IpHRys0L._SX258_BO1,204,203,200_.jpg","Gamestorming: A Playbook for Innovators, Rulebreakers, and Changemakers",Dave Gray,Paperback: 290 pages,"Publisher: O'Reilly Media; 1 edition (August 2, 2010)",Language: English,ISBN-10: 0596804172
"https://images-na.ssl-images-amazon.com/images/I/51hlzZft7WL._SX258_BO1,204,203,200_.jpg",Ti 84 Plus Calculator (Quick Study Academic),Inc. BarCharts,Series: Quick Study Academic,Cards: 6 pages,"Publisher: QuickStudy; Lam Rfc Cr edition (December 31, 2013)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51dFoXuCfbL._SX374_BO1,204,203,200_.jpg",The Rust Programming Language,Steve Klabnik,Paperback: 552 pages,"Publisher: No Starch Press (June 26, 2018)",Language: English,ISBN-10: 1593278284
"https://images-na.ssl-images-amazon.com/images/I/41F1xtP7lEL._SX258_BO1,204,203,200_.jpg",This Is Service Design Doing: Applying Service Design Thinking in the Real World,Marc Stickdorn,Paperback: 541 pages,"Publisher: O'Reilly Media; 1 edition (January 12, 2018)",Language: English,ISBN-10: 1491927186
"https://images-na.ssl-images-amazon.com/images/I/41961KINcsL._SY389_BO1,204,203,200_.jpg","POSE!: 1,000 Poses for Photographers and Models",None,Paperback: 336 pages,"Publisher: Rocky Nook (November 15, 2018)",Language: English,ISBN-10: 1681984288
"https://images-na.ssl-images-amazon.com/images/I/510RBgl4jlL._SX378_BO1,204,203,200_.jpg",Introduction to Deep Learning (The MIT Press),Eugene Charniak,Series: The MIT Press,Hardcover: 192 pages,"Publisher: The MIT Press (January 29, 2019)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/61X5FbHYVVL._SY344_BO1,204,203,200_.jpg","The Perfect Weapon: War, Sabotage, and Fear in the Cyber Age",David E. Sanger,Hardcover: 384 pages,"Publisher: Crown (June 19, 2018)",Language: English,ISBN-10: 9780451497895
"https://images-na.ssl-images-amazon.com/images/I/51L5kiSwH3L._SX258_BO1,204,203,200_.jpg",Alexa For Dummies,Paul McFedries,Series: For Dummies,Paperback: 304 pages,"Publisher: For Dummies; 1 edition (November 29, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51jrF94LNsL._SX379_BO1,204,203,200_.jpg","Python Cookbook, Third edition",Brian K. Jones,Paperback: 706 pages,"Publisher: O'Reilly Media; 3 edition (June 1, 2013)",Language: English,ISBN-10: 1449340377
"https://images-na.ssl-images-amazon.com/images/I/31tSmW35s3L._SX404_BO1,204,203,200_.jpg",The Self-Taught Programmer: The Definitive Guide to Programming Professionally,Cory Althoff,Paperback: 299 pages,"Publisher: Self-Taught Media (January 24, 2017)",Language: English,ISBN-10: 0999685902
"https://images-na.ssl-images-amazon.com/images/I/51LQIC0z7mL._SX324_BO1,204,203,200_.jpg",American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,Paperback: 368 pages,"Publisher: Portfolio; Reprint edition (May 29, 2018)",Language: English,ISBN-10: 0143129023
"https://images-na.ssl-images-amazon.com/images/I/51m0lXcTFlL._SX402_BO1,204,203,200_.jpg",Adobe Photoshop CC Classroom in a Book (2018 release),Andrew Faulkner,Series: Classroom in a Book,Paperback: 400 pages,"Publisher: Adobe Press; 1 edition (January 1, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/519H8h5BYQL._SX332_BO1,204,203,200_.jpg",Algorithms of Oppression: How Search Engines Reinforce Racism,Safiya Umoja Noble,Paperback: 256 pages,"Publisher: NYU Press; 1 edition (February 20, 2018)",Language: English,ISBN-10: 1479837245
"https://images-na.ssl-images-amazon.com/images/I/51W2TkNEjjL._SX258_BO1,204,203,200_.jpg",CompTIA Security+ Study Guide: Exam SY0-501,Chuck Easttom,Paperback: 516 pages,"Publisher: Sybex; 7 edition (October 23, 2017)",Language: English,ISBN-10: 1119416876
"https://images-na.ssl-images-amazon.com/images/I/61flO7IMFbL._SX354_BO1,204,203,200_.jpg",Guinness World Records: Gamer's Edition 2019,Guinness World Records,Series: Guinness World Records,Paperback: 216 pages,"Publisher: Guinness World Records (August 28, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/611s2TX3fwL._SX258_BO1,204,203,200_.jpg","Microsoft Excel 2016 Introduction Quick Reference Guide - Windows Version (Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Card)",Beezix Inc,Pamphlet: 2 pages,"Publisher: Beezix Inc (November 27, 2015)",Language: English,ISBN-10: 1939791928
"https://images-na.ssl-images-amazon.com/images/I/61FKyOeM7KL._SX368_BO1,204,203,200_.jpg",Pattern Recognition and Machine Learning (Information Science and Statistics),Christopher M. Bishop,Series: Information Science and Statistics,Hardcover: 738 pages,"Publisher: Springer (April 6, 2011)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/41z%2B0h-eJBL._SX333_BO1,204,203,200_.jpg",Human + Machine: Reimagining Work in the Age of AI,Paul R. Daugherty,Hardcover: 264 pages,"Publisher: Harvard Business Review Press (March 20, 2018)",Language: English,ISBN-10: 1633693864
"https://images-na.ssl-images-amazon.com/images/I/51PSwQAYwnL._SY344_BO1,204,203,200_.jpg",Coders: The Making of a New Tribe and the Remaking of the World,Clive Thompson,"Pre-order Price Guarantee! Order now and if the Amazon.com price decreases between your order time and the end of the day of the release date, you'll receive the lowest price.  Here's how (restrictions apply) ",,,
"https://images-na.ssl-images-amazon.com/images/I/51BdsRgR-jL._SX258_BO1,204,203,200_.jpg",CompTIA Network+ Study Guide: Exam N10-007 (Comptia Network + Study Guide Authorized Courseware),Todd Lammle,Series: Comptia Network + Study Guide Authorized Courseware,Paperback: 1008 pages,"Publisher: Sybex; 4 edition (May 8, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51-mo91cYnL._SX409_BO1,204,203,200_.jpg","Thinking with Type, 2nd revised and expanded edition: A Critical Guide for Designers, Writers, Editors, & Students",Ellen Lupton,Paperback: 224 pages,"Publisher: Princeton Architectural Press; Revised, Expanded edition (October 6, 2010)",Language: English,ISBN-10: 1568989695
"https://images-na.ssl-images-amazon.com/images/I/4187-86CjNL._SX331_BO1,204,203,200_.jpg",Decode and Conquer: Answers to Product Management Interviews,Lewis C. Lin,Paperback: 206 pages,"Publisher: Impact Interview; 2 edition (November 28, 2013)",Language: English,ISBN-10: 0615930417
"https://images-na.ssl-images-amazon.com/images/I/51aRH5TCNtL._SX398_BO1,204,203,200_.jpg",The Adobe Photoshop Lightroom Classic CC Book for Digital Photographers (Voices That Matter),Scott Kelby,Series: Voices That Matter,Paperback: 504 pages,"Publisher: New Riders; 1 edition (May 19, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51NsC6zL9VL._SY344_BO1,204,203,200_.jpg","Practical Tableau: 100 Tips, Tutorials, and Strategies from a Tableau Zen Master",Ryan Sleeper,Paperback: 624 pages,"Publisher: O'Reilly Media; 1 edition (April 30, 2018)",Language: English,ISBN-10: 1491977310
"https://images-na.ssl-images-amazon.com/images/I/61WRz4V%2BADL._SX258_BO1,204,203,200_.jpg","Hacking: The Art of Exploitation, 2nd Edition",Jon Erickson,Paperback: 488 pages,"Publisher: No Starch Press; 2nd edition (February 4, 2008)",Language: English,ISBN-10: 1593271441
"https://images-na.ssl-images-amazon.com/images/I/51H82SB904L._SY344_BO1,204,203,200_.jpg",Quest for the Golden Apple: An Unofficial Graphic Novel for Minecrafters (Unofficial Minecrafters Quest for the Golden Apple),Megan Miller,Age Range: 8 - 12 years,Grade Level: 2 - 7,Lexile Measure: GN280L (What's this?),Series: Unofficial Minecrafters Quest for the Golden Apple (Book 1)
"https://images-na.ssl-images-amazon.com/images/I/41A5b9TMwwL._SX324_BO1,204,203,200_.jpg",Ten Arguments for Deleting Your Social Media Accounts Right Now,Jaron Lanier,Hardcover: 160 pages,"Publisher: Henry Holt and Co. (May 29, 2018)",Language: English,ISBN-10: 125019668X
"https://images-na.ssl-images-amazon.com/images/I/4119-Qsm3rL._SY344_BO1,204,203,200_.jpg",Hash Crack: Password Cracking Manual (v3),None,Series: v3 (Book 3),Paperback: 137 pages,"Publisher: Independently published (January 31, 2019)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51Vw%2BqrhPNL._SX397_BO1,204,203,200_.jpg",CompTIA A+ Complete Study Guide: Exams 220-901 and 220-902,Quentin Docter,Paperback: 1392 pages,"Publisher: Sybex; 3 edition (December 29, 2015)",Language: English,ISBN-10: 1119137853
"https://images-na.ssl-images-amazon.com/images/I/514v0UT6LtL._SX402_BO1,204,203,200_.jpg","CEH Certified Ethical Hacker All-in-One Exam Guide, Fourth Edition",Matt Walker,Series: All-In-One,Paperback: 576 pages,"Publisher: McGraw-Hill Education; 4 edition (March 13, 2019)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51j679vpDGL._SX258_BO1,204,203,200_.jpg",Programming: Principles and Practice Using C++ (2nd Edition),Bjarne Stroustrup,Paperback: 1312 pages,"Publisher: Addison-Wesley Professional; 2 edition (May 25, 2014)",Language: English,ISBN-10: 9780321992789
"https://images-na.ssl-images-amazon.com/images/I/41Tpynr6aiL._SX307_BO1,204,203,200_.jpg",Assassin's Creed Odyssey: Official Collector's Edition Guide,Tim Bogenn,Hardcover: 352 pages,"Publisher: Prima Games; Collectors edition (October 5, 2018)",Language: English,ISBN-10: 9780744018936
"https://images-na.ssl-images-amazon.com/images/I/51ZIGspjjmL._SX404_BO1,204,203,200_.jpg",CompTIA Security+ Certification Guide: Master IT security essentials and exam topics for CompTIA Security+ SY0-501 certification,Ian Neil,Paperback: 532 pages,"Publisher: Packt Publishing (September 29, 2018)",Language: English,ISBN-10: 1789348013
"https://images-na.ssl-images-amazon.com/images/I/41YJhZBdu8L._SY344_BO1,204,203,200_.jpg",Swipe to Unlock: The Primer on Technology and Business Strategy,Neel Mehta,Paperback: 343 pages,"Publisher: CreateSpace Independent Publishing Platform (September 20, 2017)",Language: English,ISBN-10: 1976182190
"https://images-na.ssl-images-amazon.com/images/I/51%2BAovjffmL._SX258_BO1,204,203,200_.jpg",Alfred's Basic Piano Prep Course Lesson Book Level A (Alfred's Basic Piano Library),Willard A. Palmer,Paperback: 48 pages,"Publisher: Alfred Music; Pap/Com edition (May 1, 2004)",Language: English,ISBN-10: 073903216X
"https://images-na.ssl-images-amazon.com/images/I/51qpkdw1%2B8L._SX258_BO1,204,203,200_.jpg",The Art of God of War,None,Hardcover: 184 pages,"Publisher: Dark Horse Books (April 24, 2018)",Language: English,ISBN-10: 150670574X
"https://images-na.ssl-images-amazon.com/images/I/51B1nEGH94L._SX397_BO1,204,203,200_.jpg",Digital Marketing For Dummies (For Dummies (Business & Personal Finance)),Ryan Deiss,Series: For Dummies (Business & Personal Finance),Paperback: 368 pages,"Publisher: For Dummies; 1 edition (January 17, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51Ez3iEdwxL._SY344_BO1,204,203,200_.jpg",Dark Souls III: Design Works,None,Hardcover: 336 pages,"Publisher: Udon Entertainment (November 20, 2018)",Language: English,ISBN-10: 177294064X
"https://images-na.ssl-images-amazon.com/images/I/51zINrlKyhL._SY344_BO1,204,203,200_.jpg",The Complete Sous Vide Cookbook For Beginners and Advanced: For Effortless Cooking en Sous Vide (Sous Vide recipes),Sophia Hayes,Series: Sous Vide recipes (Book 1),Paperback: 105 pages,"Publisher: Independently published (November 25, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51pdITjWOCL._SX398_BO1,204,203,200_.jpg",3rd Grade Math Workbook: CommonCore Math Workbook,Ace Academic Publishing,Paperback: 232 pages,"Publisher: Ace Academic Publishing; V1.0 edition (September 20, 2018)",Language: English,ISBN-10: 1949383008
"https://images-na.ssl-images-amazon.com/images/I/61gAY7APCQL._SX397_BO1,204,203,200_.jpg",Grokking Deep Learning,None,Paperback: 336 pages,"Publisher: Manning Publications; 1 edition (January 25, 2019)",Language: English,ISBN-10: 1617293709
"https://images-na.ssl-images-amazon.com/images/I/51BSFohQMCL._SY344_BO1,204,203,200_.jpg",Escaping the Build Trap: How Effective Product Management Creates Real Value,Melissa Perri,Paperback: 200 pages,"Publisher: O'Reilly Media; 1 edition (November 29, 2018)",Language: English,ISBN-10: 149197379X
"https://images-na.ssl-images-amazon.com/images/I/41q%2Bv-pt5lL._SX258_BO1,204,203,200_.jpg",Excel 2019 Bible,Michael Alexander,Series: Bible,Paperback: 1120 pages,"Publisher: Wiley; 1 edition (October 23, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51ZL0nWSXIL._SX258_BO1,204,203,200_.jpg",Apple Watch For Dummies,Marc Saltzman,Series: For Dummies,Paperback: 288 pages,"Publisher: For Dummies; 2 edition (January 30, 2019)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51BQIPaK9jL._SY344_BO1,204,203,200_.jpg",Python for Everybody: Exploring Data in Python 3,None,Paperback: 244 pages,"Publisher: CreateSpace Independent Publishing Platform (April 9, 2016)",Language: English,ISBN-10: 1530051126
"https://images-na.ssl-images-amazon.com/images/I/41%2BpJNrGujL._SY344_BO1,204,203,200_.jpg",Algorithms (4th Edition),Robert Sedgewick,Hardcover: 976 pages,"Publisher: Addison-Wesley Professional; 4th edition (March 19, 2011)",Language: English,ISBN-10: 032157351X
"https://images-na.ssl-images-amazon.com/images/I/51xSowB3TrL._SY344_BO1,204,203,200_.jpg",The Fortnite Guide to Staying Alive: Tips and Tricks for Every Kind of Player,Damien Kuhn,Age Range: 9 - 14 years,Grade Level: 4 - 9,Paperback: 80 pages,"Publisher: Andrews McMeel Publishing (October 23, 2018)"
"https://images-na.ssl-images-amazon.com/images/I/41Fuyn44QxL._SY344_BO1,204,203,200_.jpg",Super Mario Odyssey: Prima Collector's Edition Guide,Prima Games,Hardcover: 336 pages,"Publisher: Prima Games; Pck Har/Ps edition (October 27, 2017)",Language: English,ISBN-10: 0744018870
"https://images-na.ssl-images-amazon.com/images/I/5154eSTKUxL._SX382_BO1,204,203,200_.jpg",The Clean Coder: A Code of Conduct for Professional Programmers,Robert C. Martin,Series: Robert C. Martin Series,Paperback: 256 pages,"Publisher: Prentice Hall; 1 edition (May 23, 2011)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/5100AHSu99L._SY373_BO1,204,203,200_.jpg","Alfred's Basic Piano Prep Course Lesson Book, Bk B: For the Young Beginner (Alfred's Basic Piano Library)",Morton Manus,Series: Alfred's Basic Piano Library,Paperback: 47 pages,"Publisher: Alfred Music (August 1, 1988)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51NSnQdsKiL._SX401_BO1,204,203,200_.jpg",CCNA Routing and Switching ICND2 200-105 Official Cert Guide,Wendell Odom,Series: Official Cert Guide,Hardcover: 992 pages,"Publisher: Cisco Press; 1 edition (July 16, 2016)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51qcGQQPRbL._SX258_BO1,204,203,200_.jpg","Mapping Experiences: A Complete Guide to Creating Value through Journeys, Blueprints, and Diagrams",James Kalbach,Paperback: 384 pages,"Publisher: O'Reilly Media; 1 edition (May 5, 2016)",Language: English,ISBN-10: 9781491923535
"https://images-na.ssl-images-amazon.com/images/I/51NSnQdsKiL._SX401_BO1,204,203,200_.jpg",CCNA Routing and Switching ICND2 200-105 Official Cert Guide,Wendell Odom,Series: Official Cert Guide,Hardcover: 992 pages,"Publisher: Cisco Press; 1 edition (July 16, 2016)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51qcGQQPRbL._SX258_BO1,204,203,200_.jpg","Mapping Experiences: A Complete Guide to Creating Value through Journeys, Blueprints, and Diagrams",James Kalbach,Paperback: 384 pages,"Publisher: O'Reilly Media; 1 edition (May 5, 2016)",Language: English,ISBN-10: 9781491923535
"https://images-na.ssl-images-amazon.com/images/I/51MWCAFcWHL._SX332_BO1,204,203,200_.jpg",Locked Out: Regional Restrictions in Digital Entertainment Culture (Critical Cultural Communication),None,"Pre-order Price Guarantee! Order now and if the Amazon.com price decreases between your order time and the end of the day of the release date, you'll receive the lowest price.  Here's how (restrictions apply) ",,,
"https://images-na.ssl-images-amazon.com/images/I/51FKFvy0Q8L._SY344_BO1,204,203,200_.jpg","500 Social Media Marketing Tips: Essential Advice, Hints and Strategy for Business: Facebook, Twitter, Pinterest, Google+, YouTube, Instagram, LinkedIn, and More!",Andrew Macarthy,Paperback: 243 pages,"Publisher: CreateSpace Independent Publishing Platform (January 13, 2018)",Language: English,ISBN-10: 1983805912
"https://images-na.ssl-images-amazon.com/images/I/51HPV%2BAKvOL._SY344_BO1,204,203,200_.jpg",AP® Computer Science Principles Crash Course (Advanced Placement (AP) Crash Course),None,Grade Level: 10 - 12,Series: Advanced Placement (AP) Crash Course,Paperback: 304 pages,"Publisher: Research & Education Association (February 9, 2018)"
